trialId,participantId,startIndex,endIndex,ID,angle,MDC,ME,MT,distance,error
0,2,5,13,6.1491459179185375,-10.472940688321852,2,57.80012115039186,1407,1463.3786249634782,false
1,2,1,1,5.2942115520452955,-59.81168196099605,2,20.265116975026363,889,544.9009084228068,false
2,2,7,10,4.643416195482415,60.987080709510714,2,19.642844652113727,945,534.0131084533413,false
3,2,6,0,5.651875551047724,-30.61008337282706,4,27.073424045799033,1338,944.6322035586126,false
4,2,5,9,5.530578415806088,-0.31596616928839244,2,7.96216338447069,1159,544.0082719959321,false
5,2,4,7,6.144243715289763,28.572091962204816,2,16.2388156285955,1002,1072.629013219389,false
6,2,1,11,5.766178532087032,48.690316496605526,5,14.610007049617368,1485,1219.4593064141172,false
7,2,6,11,4.942424284823983,60.26883238865351,2,17.738442303100047,1125,518.2171359575058,false
8,2,3,8,7.129705328067898,-69.75832568635846,1,43.81471650440286,1417,1514.5352422442998,false
9,2,0,6,7.259655661925686,19.94112686793017,2,31.125160927020264,945,1515.8871989696331,false
10,2,6,13,5.669092938587206,-1.1643880401238758,1,5.442385294363876,551,492.10161552264793,false
11,2,8,5,5.165377349597309,-48.11391159475045,3,17.632788665440223,933,715.94203675996,false
12,2,8,1,5.851756589589563,-49.025529262985216,4,23.264628567779457,833,1249.0036028771094,false
13,2,3,4,7.320753104052304,-20.289412833210157,3,73.25641121274371,1148,1534.1919697352089,false
14,2,3,6,6.037164610023682,10.833758674627793,3,29.967199712371016,1046,1463.0768947666422,false
15,2,3,10,5.45587249213791,-2.9108378261677537,1,19.908788434452514,810,531.6859975587095,false
16,2,7,6,6.642745885550539,-1.4395909229656998,2,22.910378734487946,1068,955.3015230805403,false
17,2,2,0,6.407917825255693,-79.08746150104096,2,27.654824579886945,1125,1442.0766276450083,false
18,2,0,13,4.998374904777233,-48.73015298023815,1,35.963633267646685,1001,706.4821299933919,false
19,2,5,14,6.207314847891736,10.360703901241148,1,32.548788941392,854,1467.9346034479875,false
20,2,3,7,7.126160843105832,19.44003482817619,2,38.543651838466346,990,1532.3592920721956,false
21,2,4,8,5.77944115867001,-60.62788589319216,2,12.260998435077916,1170,1086.69130851406,false
22,2,0,10,6.0814672920632775,0.3626266739625137,2,12.694671225697338,1001,790.0158226263572,false
23,2,5,3,6.195977281803089,39.427802196036204,2,59.49920208588254,967,699.0965598542164,false
24,2,3,1,5.075230898250131,3.602756222104392,1,38.963078480334914,945,541.069311641309,false
25,2,6,14,5.316337801881053,47.908980468170704,1,28.42982607912235,855,738.463946310177,false
26,2,2,15,6.081589314636906,10.667561435152889,1,41.5880445850351,799,1469.3944330914012,false
27,2,3,5,6.442735874359989,-9.951302951814386,2,45.53596028976525,968,1464.0262975780183,false
28,2,2,2,4.869057082264751,1.2453642667683473,2,10.831152592157604,754,276.06520968785617,false
29,2,5,11,7.096286206124751,69.6507501992339,1,88.03499728010206,1384,1524.1197459517412,false
30,2,0,1,4.818669616622898,-1.2970413251270707,1,34.459173846989415,765,265.06791582535976,false
31,2,8,10,5.522717526887979,74.22416552201487,3,14.332799431628318,911,974.7148300913452,false
32,2,1,2,5.816216370423562,58.00598725803298,3,11.076196348030013,708,534.1329422531436,false
33,2,7,4,6.99005218181926,-39.69974011654909,3,34.2475903603693,844,1247.7215234177856,false
34,2,1,7,6.988694284291989,39.79976663685874,1,63.9967298885035,1575,1263.8520483031232,false
35,2,8,3,6.096229279750648,31.35137977198897,1,46.72673667893391,1024,937.9472266604342,false
36,2,1,10,5.64799785911398,29.060558144521064,3,87.963311620473,956,934.6683903930848,false
