trialId,participantId,startIndex,endIndex,ID,angle,MDC,ME,MT,distance,error
0,4,6,11,4.701785543169076,60.75497488281407,2,6.914249040225652,968,526.0513282941124,false
1,4,7,14,5.639863600771695,29.54798935887031,2,33.39662159819201,1113,1082.8296264879345,false
2,4,2,3,4.973135131138543,60.34594074125318,3,17.187403636120422,1114,547.7380760911186,false
3,4,5,0,6.941302828360258,-69.28757548240796,2,10.28526953196652,630,1543.7784815186408,false
4,4,8,5,5.810872554692653,-50.26310532289186,2,24.86333295158994,641,747.7359159489398,true
5,4,7,12,6.5356972781080644,-15.042800746053848,3,16.168468213931835,900,994.0643842327316,false
6,4,3,8,7.077073308824566,-69.61146004419307,5,19.429143700779278,1148,1521.3073325268633,false
7,4,0,3,6.195538281728822,79.47700558450421,1,35.210637765113724,720,1456.495794707283,false
8,4,8,9,4.1683202093543175,3.379683783322679,2,6.91866076225507,810,254.4425278918601,false
9,4,7,5,6.1311874865537535,-28.656057512990756,1,24.764169255160752,867,1103.1160410401073,false
10,4,1,9,5.6157828613390635,-30.57442481244804,1,49.444592052067875,923,933.8313552242718,false
11,4,1,11,6.627897734721878,50.443436315529375,3,34.270353537219215,1092,1237.3600931014382,false
12,4,8,11,6.158689281454085,79.58369006041863,1,51.4540322974215,1237,1471.2460705130193,false
13,4,4,9,6.105891169723889,-40.00292705770712,1,42.96255887224983,922,706.2556194466703,false
14,4,6,4,6.308495611895701,-29.338780174548756,2,135.4323346109978,1282,1644.989969574283,false
15,4,8,7,4.947153105852307,28.96273494288556,1,18.142303286829822,765,545.1834553615874,false
16,4,6,2,6.478756711106558,50.15340288604423,3,61.16030564794089,1012,1251.6888591019735,false
17,4,7,6,6.431219066619609,-0.5393794795574138,0,3.775800612086544,664,956.0423630781222,false
18,4,2,10,6.227028017344527,49.73957120642048,1,41.68783703915589,833,1258.0019872798293,false
19,4,7,15,6.9388522485261905,39.9117398024624,1,36.846833017431145,855,1243.752386932383,false
20,4,0,15,5.381545522975212,28.307699867234415,1,20.916970963307083,709,558.8282383702527,false
21,4,0,5,7.082171702340238,0.7171558915064479,1,20.34768860457396,878,1438.1126520547687,false
22,4,6,8,6.124126094523088,-79.66729948407823,3,17.31151088789146,1271,1471.8695594379278,false
23,4,0,11,5.3697811785112,29.68259483743146,2,21.5675591139837,990,912.7721511965623,true
24,4,0,2,5.531332886911585,74.01604186266458,1,46.89670411454102,855,1020.4518606970149,false
25,4,3,2,5.738143211440108,60.76925659784176,1,22.946808716988635,866,1105.8141796884322,false
26,4,0,7,6.704126464764848,28.635648313014702,1,48.466098080892515,1114,1633.8436277685819,false
27,4,6,0,5.426793759835283,-30.076895794601874,4,15.936010389301128,720,941.8115522757194,false
28,4,5,11,6.996957060984894,69.4483798483343,4,39.86746132751268,1046,1515.4487784151597,false
29,4,6,14,5.053232040594895,48.755340073200536,2,15.079144568427438,664,734.1389514254097,false
30,4,7,9,4.6669495386380655,-60.97619456101672,3,11.492947994866677,1047,542.0747180970535,false
31,4,1,5,6.339623986218883,-0.36300958523491683,1,14.81769734297988,675,947.0190072010171,false
32,4,6,15,6.19835552372633,59.62265851473172,2,31.482093216892096,776,955.1256461848358,false
33,4,3,9,6.483536720289363,-59.45759428818279,3,11.795378396472787,1226,1096.0770958285736,false
34,4,6,7,6.651318212645957,9.622994191549433,3,24.61868344053914,867,1465.622734539827,false
35,4,0,1,4.310547634381327,3.1424957770727664,1,24.726992393373205,754,255.38402455909414,false
36,4,0,10,6.363629198661688,-1.0556995477744018,1,18.044663343654708,877,814.1381946573936,false
37,4,8,1,5.804735233066369,-48.628847412582566,2,54.12815503422068,1249,1251.2593655993148,false
38,4,3,1,5.830456812488753,1.259045207175268,2,5.591748059037643,653,546.1318522115332,false
39,4,5,9,5.75911737877901,1.0809241866606887,2,22.57704385413751,731,530.0943312279429,false
40,4,0,14,5.681418638686006,1.6534396520878512,1,12.216985444454515,540,485.20201978145144,false
41,4,2,9,6.018606649892069,-0.29648262933690495,2,30.354359427527577,843,773.0103492192068,false
42,4,8,4,6.398558562214592,-59.14168276648074,1,16.3919155003897,731,931.9248896772743,false
43,4,8,8,5.149621429832349,-59.956352235973675,0,1.6105523874990861,765,523.3096597617896,false
44,4,3,14,5.124847294370731,28.627575656348704,2,14.307979546276787,765,534.3191929923536,false
45,4,0,6,7.3149870991727415,20.310104398918476,1,35.218698365450166,1148,1526.9328734427063,false
46,4,1,2,4.836387701307304,61.99686311551835,1,6.576253183680885,653,534.5886268898731,false
47,4,4,3,6.111418979420793,60.08635400846513,1,13.563298500770243,743,1094.859351697742,false
48,4,2,15,6.032068351210572,10.8722169001406,3,21.85595106836502,855,1463.2651844419727,false
49,4,5,2,5.8148056899511555,-1.1541544428916501,3,23.32377328269073,697,546.1107946195534,false
50,4,2,5,5.468160639587272,2.531428141667663,0,6.561728958302153,822,475.46398391465993,false
51,4,0,0,5.3303293766217745,-62.739082883413225,2,9.75539553797831,607,552.3495270207081,false
52,4,2,13,7.2226521092071305,-19.676241220567125,2,32.25867256261532,787,1547.3493464631701,false
53,4,2,6,5.0854318897849815,49.134671373736424,2,12.757843223973891,777,706.1161377563892,false
54,4,4,15,5.851319177916146,29.095297117457346,3,18.98074095438862,922,1094.0566712926711,false
55,4,7,7,6.430430558823174,15.285573579448869,2,32.451811893183724,922,990.0232320506424,false
56,4,6,5,7.320576115647766,-20.459654154347206,3,21.108733543462048,990,1530.5492478192266,false
57,4,1,14,6.27068231510873,0.17849094755360373,2,38.09934079461074,832,963.0046728858589,false
58,4,3,15,5.070614464196186,48.96245150509509,1,13.264792827209273,675,726.5211628025711,false
59,4,6,12,5.844923621583947,-26.612092036387747,1,11.4858270651207,810,544.7063429041376,false
60,4,4,4,5.609631551840833,-29.829513110595233,2,15.902505973321283,844,1091.630889998996,false
61,4,4,14,6.528804281320066,15.057774663073863,2,22.644212341931635,832,993.0986859320678,false
62,4,8,14,7.318161552512753,20.28027119291842,2,34.74276207999419,934,1531.9693208416413,false
63,4,7,10,4.79469235830256,60.577378887698245,2,5.301231942925867,900,529.2645841164889,false
64,4,2,7,6.327020518476322,59.30027744918559,2,38.75099244362822,1462,930.3897032964197,false
65,4,8,15,6.646959360714854,28.751561546684993,1,51.60019859226583,1012,1652.763140924918,false
