trialId,participantId,startIndex,endIndex,ID,angle,MDC,ME,MT,distance,error
0,4,2,0,6.042351881136407,-79.84049300543221,3,10.168873640653207,1316,1445.6673199598863,false
1,4,6,12,5.824987367673473,-26.470269163432942,2,7.157968233601325,888,540.6819767663798,false
2,4,7,14,5.696503599566216,29.462163584919214,2,30.2306960970804,833,1106.031193050178,false
3,4,5,2,5.6965899836906395,-0.6160599083992303,0,4.828832702616684,607,558.0322571321482,false
4,4,0,3,6.31632967203949,79.21006444874872,3,19.431112660616122,866,1426.215271268682,false
5,4,5,6,4.660783788713202,29.84740103456986,4,13.53710602708599,990,554.5601860934482,false
6,4,3,9,5.64714158871594,-60.96074435475156,3,13.09710596872864,888,1087.7430762822626,false
7,4,7,10,4.64145706711407,61.05889360491569,1,5.448315884761277,945,539.3560975830346,false
8,4,8,3,5.400673946901632,29.78267534127141,2,15.33875803369665,799,940.183492728946,false
9,4,4,7,6.121028236177248,28.614711987429367,3,17.236918342833434,968,1075.3422710932552,false
10,4,2,1,5.476558890429423,-73.80900699087606,2,25.839366293425524,1125,993.4007247833072,false
11,4,5,13,6.198920335843187,-10.340225148748294,1,71.3469851838498,1182,1448.5251119673417,false
12,4,6,13,5.565310104847274,0.8303154862580109,1,24.132836101058125,754,483.0507219744113,false
13,4,3,8,7.191228489729123,-69.85208695537789,3,29.05119913819424,1136,1544.5141630946607,false
14,4,4,10,5.0320850583891295,42.12034566868542,3,5.828701619832555,990,703.7527975077612,false
15,4,8,6,5.550751827869257,-0.840758216308798,2,6.575196291159879,844,477.0513599184054,false
16,4,8,14,7.3095414507832,20.542825150710296,2,19.700617597040996,1069,1521.7690363521003,false
17,4,8,5,5.440512856949762,-47.618062908996855,4,29.221101046668103,1148,712.092690595824,false
18,4,0,9,6.172568795267558,-49.66159644703518,1,54.09152606047009,1091,1252.8950474800354,false
19,4,3,12,5.905911764041091,-46.854857850487356,2,8.352223929257947,810,720.91955168382,false
20,4,0,0,5.739626082307211,-58.52316065041602,2,12.317895271107991,698,517.0889672000361,false
21,4,8,10,5.6532191143749335,73.16692645140147,3,9.067449267958189,1159,984.1691927712429,false
22,4,5,11,6.98511171799508,69.41746574877949,4,12.04067763259204,1102,1518.960170643062,false
23,4,1,0,5.464192451502426,-73.75844246714556,2,121.57619028408548,1294,983.2400520727377,false
24,4,7,3,5.974787649414261,49.33378947431261,2,10.148453924796605,911,1244.5308352949717,false
25,4,6,7,6.366132204025525,10.073745757355017,3,25.13473768008028,1451,1463.5631178736364,false
26,4,1,12,6.695938622540432,-40.56658195610712,2,26.680032364663756,922,1253.207484816461,false
27,4,1,7,6.930112891091225,39.96420338246899,2,10.683380894629884,822,1248.6204387242747,false
28,4,5,8,5.573777418681249,-41.19325949484433,1,16.339779428046718,776,734.8911484022651,false
29,4,8,0,6.569861880013349,-60.25947645932509,3,17.036658430277228,911,1630.8086950957797,false
30,4,0,10,6.263279102331777,-0.7047095976801845,1,24.69456570216282,731,813.0614982890286,false
31,4,5,1,6.163648284374545,-59.979597270643595,1,43.30405774262624,945,1083.3318974349459,false
32,4,4,14,6.403993117594206,15.399515512660003,3,12.027582615029319,844,1009.2338678423351,false
33,4,6,11,4.609842629470979,60.966830909093474,2,10.801050821537615,900,519.2494583531118,false
34,4,5,0,6.870121154160561,-69.18899595907168,1,44.56266481707877,877,1525.5294163011083,false
35,4,0,14,5.5150990124062735,-0.7191561165450754,1,12.81542131293456,641,478.0376554205746,false
36,4,6,10,3.8452038465331264,-5.369169814830743,2,14.059378026380328,698,267.1722290957651,false
37,4,2,8,5.579256417375854,-30.474772283484636,4,13.53007752779323,844,944.4771040104678,false
38,4,5,5,4.65673717437564,-29.627338262478045,2,20.917052381288613,810,544.1415257081562,false
39,4,6,3,6.2680743995655845,60.83309808641721,2,73.00414273071246,912,1635.357147536892,false
40,4,2,5,5.468243218097077,2.4575381481771092,2,8.299247073684942,574,466.4289870923547,false
41,4,6,15,6.610432654159172,58.312347033825304,4,17.75588626340606,708,936.6285282864279,false
42,4,4,4,5.629409503149249,-29.931511840507792,1,27.770849680181154,596,1104.2871003502667,false
43,4,1,10,6.010194747748061,31.204186233550296,1,22.45325886365349,900,939.9920212427337,false
44,4,3,1,5.800133096383068,1.8302573743109016,2,10.071720222153102,473,532.271547238813,false
45,4,6,0,5.446522448802296,-30.16861414905755,1,44.547658093176025,855,939.2166949112436,false
46,4,5,10,5.884529539163265,60.42589548350363,4,12.217807877868168,923,1081.9597959258929,false
47,4,4,3,5.855481772097597,60.49023057871556,2,15.491766250273253,776,1088.16588808876,false
48,4,1,1,4.924456069341425,-60.38713639457195,2,12.378354291967879,551,538.3121770868647,false
49,4,4,13,6.693346860040698,-14.371384346681106,1,215.781980337671,1203,995.1406935705122,false
50,4,5,14,6.094006163616816,10.563652449707691,2,27.48979181118984,956,1445.498529919695,true
51,4,2,6,5.008913302659343,48.70054305517834,2,18.78399441351109,1046,712.1270953980055,false
52,4,8,9,4.735348233999539,-1.1277240258586958,1,14.256181791583797,709,254.04920783186867,false
53,4,6,5,7.331065068650519,-20.312826270207367,2,34.23062645613398,1170,1544.0207252495027,false
54,4,7,8,5.882838763595187,-74.87751017929438,7,52.67801190312698,2644,985.1142065770852,false
55,4,7,7,6.609775673209075,14.854104922176381,2,19.944142695526637,788,1002.5018703224448,false
56,4,7,5,5.811489319600467,-29.190818163738058,4,43.60785588633745,1013,1103.0924711917855,false
57,4,7,1,5.55997181567048,-30.4780317405574,2,15.120943628519099,743,930.5847623940551,false
58,4,1,15,6.68168679061213,14.050418573899785,2,24.879431429524224,968,980.3290263987902,true
59,4,0,6,7.211059979678251,19.673902301399135,3,15.982062070507606,1148,1535.644815704465,false
60,4,7,6,6.251228045337777,0.18112409480214767,2,16.53077512240235,788,949.0047418216624,false
61,4,0,7,6.703960221167833,28.643925194121472,4,87.33631804738611,1181,1639.669783828439,false
62,4,4,12,5.733804630249352,-29.29136217098426,4,34.432702707637404,1362,1081.2446531659705,false
63,4,5,12,7.174928710739788,-19.585692933341207,3,38.62932936952458,1902,1527.3719258910057,false
64,4,8,8,5.277868619524906,-62.7187888774516,2,9.808215615079343,776,536.6982392369105,false
65,4,7,2,5.685095791128316,29.001117752657983,2,29.10285948974315,833,936.4171079171931,false
66,4,4,9,6.212791780831298,-39.141061220336944,2,15.121347447845231,866,706.5550226273959,false
67,4,3,13,4.868737359415463,-29.054604099077146,2,7.466112101172407,709,535.372767331324,false
68,4,6,4,6.639238997743243,-28.749661966209608,2,21.752498421449943,911,1642.4676556937127,false
69,4,3,10,5.053323148729213,-3.5831029254104108,1,21.111279513380232,742,528.0321959880855,false
70,4,1,9,5.400235816021983,-29.760020886895884,4,8.948404496850795,1159,938.8189388801229,false
71,4,4,2,6.13722823807193,39.87841348974205,3,13.984307538927904,945,704.9716306348788,false
72,4,3,4,7.271971595017985,-19.909797542722966,4,7.404470666400721,686,1535.7945826183918,false
73,4,4,0,5.664026140864909,-60.925024069065564,1,31.668170545763825,1092,1092.6966642211369,false
74,4,2,9,6.338206363152686,1.0782123455271078,0,4.156237806604246,742,797.1411418312318,false
75,4,1,11,6.198411932390307,49.74178975451906,4,60.58396792450785,1204,1231.7532220375963,false
76,4,8,4,6.578581914543549,-58.44120483709861,2,47.35410909283308,1440,924.7702417357514,false
77,4,0,2,5.500847197363162,73.5246974808883,2,18.4289675378293,777,980.2469076717356,false
78,4,7,0,6.351069574028724,-49.93762974122395,2,37.23953515985064,945,1256.9506752454529,false
79,4,1,2,5.747427385829221,58.85730657461796,3,37.77891347982674,1113,549.1411476114315,false
80,4,6,8,6.03483638719318,-79.85857111002862,2,18.796822215744925,1193,1442.538041092851,false
81,4,4,6,6.664809044756593,14.567521462390948,1,54.876176996843675,945,993.953721256679,false
82,4,3,11,5.290921399767383,41.57320684270952,1,30.461960182974316,1113,709.7901098212062,false
83,4,2,12,6.754238112525447,-28.53998518795997,3,15.946016671965333,1643,1622.1128197508335,false
84,4,4,1,6.138366555790324,-39.93924729151066,1,17.92544321903292,889,713.423436676985,false
